id,timestamp,temperature,humidity,pressure,altitude,dew_point,air_quality,dust_density,pm25
703,2025-03-08 19:16:13,28.17,44.17,1006.9,53.01,14.81,0.81,20.54,69029.1
704,2025-03-08 19:16:41,28.12,43.84,1006.86,53.3,14.65,0.8,17.93,60229.1
705,2025-03-08 19:17:17,28.07,43.87,1006.85,53.38,14.61,0.8,16.98,57037.9
706,2025-03-08 19:17:22,28.08,43.94,1006.87,53.26,14.64,0.79,21.0,70576.4
707,2025-03-08 19:17:27,28.04,43.92,1006.82,53.7,14.6,0.83,18.36,61679.6
708,2025-03-08 19:17:32,28.07,43.83,1006.85,53.45,14.6,0.77,34.56,116124.0
709,2025-03-08 19:17:38,28.04,43.62,1006.88,53.2,14.49,0.79,19.13,64290.6
710,2025-03-08 19:17:44,28.03,43.63,1006.88,53.19,14.49,0.79,17.78,59745.6
711,2025-03-08 19:17:48,28.03,43.65,1006.86,53.37,14.5,0.77,21.44,72026.9
712,2025-03-08 19:17:54,28.02,43.66,1006.88,53.14,14.49,0.78,17.7,59455.5
713,2025-03-08 19:17:57,27.99,43.37,1006.86,53.37,14.36,0.78,19.77,66418.1
714,2025-03-08 19:18:04,27.96,43.3,1006.87,53.27,14.31,0.78,22.18,74541.2
715,2025-03-08 19:18:07,27.96,43.44,1006.88,53.2,14.36,0.81,19.71,66224.7
716,2025-03-08 19:18:12,27.96,43.54,1006.87,53.28,14.4,0.78,29.38,98717.0
717,2025-03-08 19:18:17,27.95,43.58,1006.83,53.58,14.4,0.8,21.49,72220.3
718,2025-03-08 19:18:22,27.95,43.76,1006.83,53.62,14.46,0.77,24.92,83728.0
719,2025-03-08 19:18:27,27.94,43.69,1006.88,53.2,14.43,0.78,22.07,74154.4
720,2025-03-08 19:18:34,27.93,43.63,1006.87,53.28,14.4,0.77,23.77,79859.9
721,2025-03-08 19:18:39,27.92,43.72,1006.86,53.33,14.42,0.8,22.42,75314.8
722,2025-03-08 19:18:43,27.92,43.93,1006.87,53.29,14.5,0.78,23.97,80536.8
723,2025-03-08 19:18:48,27.94,43.89,1006.86,53.35,14.5,0.77,16.83,56554.4
724,2025-03-08 19:18:53,27.94,43.78,1006.89,53.06,14.46,0.77,19.8,66514.8
725,2025-03-08 19:19:00,27.94,43.79,1006.83,53.55,14.47,0.79,20.49,68835.7
726,2025-03-08 19:19:03,27.94,43.56,1006.84,53.52,14.38,0.79,17.49,58778.6
727,2025-03-08 19:19:08,27.94,43.65,1006.84,53.28,14.42,0.77,23.71,79666.5
728,2025-03-08 19:19:13,27.96,43.63,1006.88,53.2,14.43,0.77,9.9,33248.9
729,2025-03-08 19:19:20,27.95,43.56,1006.88,53.21,14.39,0.8,20.63,69319.2
730,2025-03-08 19:19:23,27.97,43.49,1006.88,53.17,14.39,0.77,22.59,75895.0
731,2025-03-08 19:19:28,27.97,43.39,1006.85,53.42,14.35,0.84,18.39,61776.4
732,2025-03-08 19:19:33,27.97,43.21,1006.88,53.21,14.29,0.81,29.44,98910.4
733,2025-03-08 19:19:38,27.97,43.27,1006.85,53.43,14.31,0.8,23.88,80246.7
734,2025-03-08 19:19:43,27.98,43.37,1006.87,53.25,14.35,0.8,21.67,72800.5
735,2025-03-08 19:19:48,27.95,43.26,1006.79,53.94,14.29,0.79,23.19,77925.8
736,2025-03-08 19:19:53,27.97,43.32,1006.85,53.41,14.33,0.8,21.72,72993.9
737,2025-03-08 19:19:58,27.96,43.44,1006.83,53.61,14.36,0.84,22.47,75508.2
738,2025-03-08 19:20:03,27.95,43.44,1006.87,53.26,14.35,0.81,22.27,74831.3
739,2025-03-08 19:20:08,27.95,43.4,1006.85,53.43,14.34,0.79,22.18,74541.2
740,2025-03-08 19:20:13,27.97,43.34,1006.84,53.54,14.33,0.79,18.73,62936.8
741,2025-03-08 19:20:19,27.98,43.55,1006.87,53.28,14.42,0.79,21.64,72703.8
742,2025-03-08 19:20:25,27.98,43.6,1006.86,53.37,14.43,0.81,21.84,73380.8
743,2025-03-08 19:20:29,27.98,43.62,1006.84,53.51,14.44,0.81,21.09,70866.5
744,2025-03-08 19:20:34,27.99,43.62,1006.83,53.63,14.45,0.8,22.1,74251.1
745,2025-03-08 19:20:39,27.99,43.42,1006.86,53.33,14.38,0.8,20.75,69706.0
746,2025-03-08 19:20:44,28.0,43.19,1006.86,53.34,14.31,0.81,20.0,67191.7
747,2025-03-08 19:20:51,28.0,43.16,1006.84,53.48,14.29,0.78,22.07,74154.4
748,2025-03-08 19:20:54,28.0,43.23,1006.87,53.27,14.32,0.78,21.24,71350.0
749,2025-03-08 19:20:59,28.01,43.15,1006.84,53.49,14.3,0.79,20.75,69706.0
750,2025-03-08 19:21:04,28.0,43.08,1006.82,53.67,14.27,0.81,18.9,63517.0
751,2025-03-08 19:21:09,28.01,42.92,1006.86,53.31,14.22,0.78,20.75,69706.0
752,2025-03-08 19:21:14,28.01,42.84,1006.86,53.38,14.19,0.79,6.79,22804.9
753,2025-03-08 19:21:19,28.01,42.79,1006.87,53.23,14.17,0.79,19.85,66708.2
754,2025-03-08 19:21:24,28.02,42.74,1006.85,53.43,14.16,0.82,23.19,77925.8
755,2025-03-08 19:21:30,28.01,42.7,1006.84,53.54,14.14,0.79,19.85,66708.2
756,2025-03-08 19:21:34,28.01,42.48,1006.85,53.44,14.06,0.8,28.75,96589.5
757,2025-03-08 19:21:40,28.01,43.42,1006.83,53.55,14.4,0.8,18.96,63710.4
758,2025-03-08 19:21:44,28.0,43.71,1006.85,53.41,14.49,0.8,20.46,68739.0
759,2025-03-08 19:21:50,28.0,43.26,1006.87,53.27,14.33,0.78,23.97,80536.8
760,2025-03-08 19:21:55,28.0,43.51,1006.85,53.39,14.42,0.81,16.95,56941.2
761,2025-03-08 19:22:00,28.01,43.26,1006.87,53.25,14.34,0.79,20.57,69125.8
762,2025-03-08 19:22:05,28.0,43.0,1006.86,53.37,14.24,0.79,21.72,72993.9
763,2025-03-08 19:22:10,27.99,42.79,1006.84,53.5,14.15,0.8,23.34,78409.3
764,2025-03-08 19:22:15,27.99,42.62,1006.86,53.33,14.09,0.78,15.16,50945.6
765,2025-03-08 19:22:20,27.99,42.67,1006.85,53.45,14.11,0.78,23.22,78022.5
766,2025-03-08 19:22:25,27.99,42.64,1006.87,53.29,14.1,0.79,22.65,76088.4
767,2025-03-08 19:22:31,27.98,42.54,1006.85,53.39,14.05,0.82,19.36,65064.3
768,2025-03-08 19:22:35,27.97,42.44,1006.84,53.49,14.01,0.76,23.39,78602.7
769,2025-03-08 19:22:40,27.97,42.34,1006.87,53.28,13.97,0.77,21.75,73090.6
770,2025-03-08 19:22:45,27.97,42.37,1006.84,53.5,13.98,0.78,20.8,69899.4
771,2025-03-08 19:22:50,27.95,42.41,1006.82,53.64,13.98,0.79,26.93,90497.2
772,2025-03-08 19:22:55,27.95,42.38,1006.88,53.16,13.97,0.83,19.31,64870.9
773,2025-03-08 19:23:00,27.92,42.27,1006.88,53.21,13.9,0.78,25.58,85952.2
774,2025-03-08 19:23:06,27.92,42.19,1006.84,53.48,13.87,0.8,21.38,71833.5
775,2025-03-08 19:23:10,27.92,42.39,1006.85,53.4,13.95,0.78,17.93,60229.1
776,2025-03-08 19:23:16,27.92,42.34,1006.87,53.23,13.93,0.8,22.59,75895.0
777,2025-03-08 19:23:21,27.91,42.26,1006.85,53.4,13.89,0.8,17.98,60422.5
778,2025-03-08 19:23:26,27.9,42.02,1006.91,52.89,13.79,0.8,23.22,78022.5
779,2025-03-08 19:23:31,27.9,42.27,1006.89,53.11,13.88,0.79,20.11,67578.5
780,2025-03-08 19:23:36,27.89,42.31,1006.9,53.04,13.89,0.76,34.04,114383.0
781,2025-03-08 19:23:41,27.9,42.31,1006.89,53.1,13.9,0.78,21.95,73767.5
782,2025-03-08 19:23:46,27.91,42.3,1006.89,53.05,13.9,0.8,19.19,64484.1
783,2025-03-08 19:23:51,27.92,42.33,1006.86,53.3,13.92,0.77,23.91,80343.4
784,2025-03-08 19:23:56,27.93,42.58,1006.85,53.43,14.02,0.77,26.73,89820.3
785,2025-03-08 19:24:01,27.94,42.54,1006.84,53.47,14.02,0.79,18.3,61486.2
786,2025-03-08 19:24:06,27.95,42.39,1006.86,53.31,13.97,0.77,20.77,69802.7
787,2025-03-08 19:24:11,27.96,42.45,1006.88,53.19,14.0,0.78,23.51,78989.5
788,2025-03-08 19:24:16,27.97,42.15,1006.85,53.4,13.9,0.75,27.68,93011.5
789,2025-03-08 19:24:21,27.98,41.91,1006.86,53.35,13.82,0.77,16.86,56651.1
790,2025-03-08 19:24:26,27.98,41.85,1006.9,53.02,13.8,0.77,19.65,66031.3
791,2025-03-08 19:24:31,27.99,41.92,1006.87,53.28,13.84,0.79,18.41,61873.1
792,2025-03-08 19:24:36,28.0,41.9,1006.88,53.16,13.84,0.79,14.36,48237.9
793,2025-03-08 19:24:41,28.0,42.0,1006.89,53.06,13.88,0.77,21.7,72897.2
794,2025-03-08 19:24:47,28.0,41.92,1006.89,53.08,13.85,0.77,20.72,69609.3
795,2025-03-08 19:24:52,27.99,41.85,1006.85,53.45,13.81,0.77,22.59,75895.0
796,2025-03-08 19:24:57,27.99,41.72,1006.87,53.24,13.76,0.76,20.46,68739.0
797,2025-03-08 19:25:02,27.99,41.77,1006.84,53.47,13.78,0.79,20.69,69512.6
798,2025-03-08 19:25:07,28.0,41.8,1006.9,52.97,13.8,0.78,22.59,75895.0
799,2025-03-08 19:25:12,28.0,41.67,1006.88,53.2,13.75,0.8,19.71,66224.7
800,2025-03-08 19:25:17,28.0,41.76,1006.9,53.03,13.79,0.76,9.06,30444.5
801,2025-03-08 19:25:22,28.0,41.85,1006.86,53.33,13.82,0.77,22.65,76088.4
802,2025-03-08 19:25:27,28.0,41.82,1006.89,53.08,13.81,0.79,21.61,72607.1
803,2025-03-08 19:25:32,28.0,41.92,1006.87,53.24,13.85,0.8,20.6,69222.5
804,2025-03-08 19:25:37,28.0,42.05,1006.89,53.11,13.89,0.77,27.02,90787.3
805,2025-03-08 19:25:42,27.99,42.05,1006.87,53.12,13.88,0.79,19.59,65837.9
806,2025-03-08 19:25:47,27.99,41.95,1006.88,53.18,13.85,0.78,16.8,56457.7
807,2025-03-08 19:25:52,28.0,41.73,1006.89,53.09,13.77,0.76,21.06,70769.8
808,2025-03-08 19:25:57,27.99,41.65,1006.89,53.11,13.74,0.79,19.54,65644.5
809,2025-03-08 19:26:02,28.0,41.66,1006.89,53.08,13.75,0.78,21.26,71446.7
810,2025-03-08 19:26:07,27.95,41.21,1006.9,53.03,13.54,0.75,23.62,79376.4
811,2025-03-08 19:26:13,27.93,41.32,1006.91,52.89,13.56,0.79,21.47,72123.6
812,2025-03-08 19:26:17,27.94,41.58,1006.9,53.03,13.67,0.79,21.61,72607.1
813,2025-03-08 19:26:23,27.95,41.55,1006.94,52.67,13.66,0.8,26.21,88079.6
814,2025-03-08 19:26:28,27.95,41.43,1006.92,52.85,13.62,0.81,15.22,51139.0
815,2025-03-08 19:26:33,27.95,41.38,1006.94,52.71,13.6,0.78,18.9,63517.0
816,2025-03-08 19:26:38,27.96,41.38,1006.93,52.73,13.61,0.77,22.96,77152.2
817,2025-03-08 19:26:43,27.95,41.69,1006.94,52.62,13.72,0.77,19.8,66514.8
818,2025-03-08 19:26:48,27.93,41.76,1006.88,53.17,13.73,0.77,22.13,74347.8
819,2025-03-08 19:26:53,27.93,41.5,1006.93,52.72,13.63,0.77,18.79,63130.2
820,2025-03-08 19:26:58,27.92,41.5,1006.94,52.69,13.62,0.76,20.57,69125.8
821,2025-03-08 19:27:03,27.91,41.56,1006.91,52.88,13.63,0.77,24.14,81117.0
822,2025-03-08 19:27:08,27.9,41.62,1006.91,52.9,13.64,0.79,19.97,67095.0
823,2025-03-08 19:27:14,27.9,41.71,1006.9,53.0,13.68,0.79,20.2,67868.7
824,2025-03-08 19:27:18,27.91,42.33,1006.91,52.95,13.91,0.79,15.05,50558.8
825,2025-03-08 19:27:23,27.92,42.28,1006.9,53.0,13.91,0.77,19.54,65644.5
826,2025-03-08 19:27:28,27.93,41.93,1006.92,52.8,13.79,0.77,21.0,70576.4
827,2025-03-08 19:27:33,27.92,41.71,1006.92,52.84,13.7,0.77,20.11,67578.5
828,2025-03-08 19:27:39,27.93,41.52,1006.9,53.04,13.64,0.77,16.43,55200.5
829,2025-03-08 19:27:44,27.94,41.5,1006.91,52.96,13.64,0.8,18.21,61196.1
830,2025-03-08 19:27:49,27.94,41.72,1006.93,52.78,13.72,0.79,17.98,60422.5
831,2025-03-08 19:27:54,27.94,41.38,1006.93,52.79,13.59,0.78,19.51,65547.8
832,2025-03-08 19:27:59,27.92,41.26,1006.95,52.72,13.53,0.8,14.21,47754.4
833,2025-03-08 19:28:04,27.92,41.24,1006.92,52.83,13.52,0.79,21.12,70963.2
834,2025-03-08 19:28:09,27.92,41.15,1006.93,52.79,13.49,0.79,19.8,66514.8
835,2025-03-08 19:28:14,27.93,41.2,1006.91,52.95,13.52,0.78,19.13,64290.6
836,2025-03-08 19:28:21,27.92,41.27,1006.91,52.89,13.53,0.79,8.74,29380.8
837,2025-03-08 19:28:24,27.92,41.26,1006.91,52.88,13.53,0.79,22.47,75508.2
838,2025-03-08 19:28:29,27.92,41.25,1006.92,52.86,13.52,0.78,19.22,64580.8
839,2025-03-08 19:28:34,27.91,41.11,1006.93,52.75,13.47,0.79,19.65,66031.3
840,2025-03-08 19:28:40,27.92,41.08,1006.95,52.61,13.46,0.68,12.05,40501.6
841,2025-03-08 19:28:44,27.92,41.09,1006.93,52.73,13.47,0.71,16.49,55393.9
842,2025-03-08 19:28:49,27.91,41.04,1006.92,52.85,13.44,0.73,15.25,51235.7
843,2025-03-08 19:28:55,27.92,41.05,1006.92,52.87,13.45,0.72,17.44,58585.1
844,2025-03-08 19:28:59,27.92,41.02,1006.91,52.91,13.44,0.72,19.88,66804.9
845,2025-03-08 19:29:05,27.92,40.97,1006.92,52.87,13.42,0.72,16.37,55007.1
846,2025-03-08 19:29:09,27.93,40.91,1006.91,52.9,13.41,0.73,14.7,49398.3
847,2025-03-08 19:29:15,27.92,40.61,1006.9,52.99,13.28,0.73,18.79,63130.2
848,2025-03-08 19:29:20,27.91,41.02,1006.9,53.0,13.43,0.72,16.14,54233.5
849,2025-03-08 19:29:25,27.92,40.97,1006.91,52.9,13.42,0.74,16.31,54813.7
850,2025-03-08 19:29:30,27.93,40.86,1006.9,53.03,13.39,0.73,16.98,57037.9
851,2025-03-08 19:29:35,27.94,40.95,1006.92,52.87,13.43,0.73,17.06,57328.0
852,2025-03-08 19:29:40,27.94,41.81,1006.92,52.81,13.75,0.74,14.36,48237.9
853,2025-03-08 19:29:45,27.94,41.3,1006.93,52.77,13.56,0.73,18.85,63323.6
854,2025-03-08 19:29:50,27.94,41.48,1006.9,52.98,13.63,0.74,19.71,66224.7
855,2025-03-08 19:29:55,27.96,41.25,1006.89,53.1,13.56,0.74,14.16,47561.0
856,2025-03-08 19:30:00,27.96,41.03,1006.91,52.92,13.48,0.72,12.0,40308.2
857,2025-03-08 19:30:07,27.98,40.95,1006.92,52.87,13.47,0.74,17.58,59068.7
858,2025-03-08 19:30:10,27.99,40.89,1006.9,53.04,13.45,0.73,14.36,48237.9
859,2025-03-08 19:30:15,27.99,41.31,1006.9,53.03,13.61,0.73,17.52,58875.2
860,2025-03-08 19:30:23,27.99,41.34,1006.93,52.78,13.62,0.72,17.55,58972.0
861,2025-03-08 19:30:26,28.0,41.45,1006.91,52.9,13.67,0.74,14.93,50172.0
862,2025-03-08 19:30:37,28.0,41.32,1006.94,52.67,13.62,0.72,15.85,53266.5
863,2025-03-08 19:30:37,28.0,41.68,1006.93,52.75,13.76,0.71,17.98,60422.5
864,2025-03-08 19:30:43,28.0,41.76,1006.92,52.87,13.79,0.73,5.35,17969.8
865,2025-03-08 19:30:46,28.0,41.66,1006.93,52.75,13.75,0.73,17.09,57424.7
866,2025-03-08 19:30:51,28.0,41.0,1006.93,52.78,13.5,0.72,17.58,59068.7
867,2025-03-08 19:30:56,28.01,40.77,1006.86,53.32,13.43,0.74,17.41,58488.4
868,2025-03-08 19:31:01,27.99,40.58,1006.91,52.93,13.34,0.71,14.47,48624.7
869,2025-03-08 19:31:06,27.97,40.72,1006.92,52.85,13.37,0.72,17.29,58101.6
870,2025-03-08 19:31:11,27.97,40.77,1006.93,52.77,13.39,0.73,18.67,62743.4
871,2025-03-08 19:31:16,27.97,40.7,1006.9,53.0,13.36,0.72,17.84,59939.0
872,2025-03-08 19:31:21,27.98,40.62,1006.9,52.96,13.34,0.72,15.74,52879.6
873,2025-03-08 19:31:26,27.98,40.57,1006.92,52.81,13.32,0.73,17.87,60035.7
874,2025-03-08 19:31:31,27.98,40.53,1006.95,52.6,13.31,0.74,16.05,53943.4
875,2025-03-08 19:31:36,27.97,41.04,1006.9,53.03,13.49,0.73,16.66,55974.2
876,2025-03-08 19:31:41,27.95,40.81,1006.93,52.72,13.39,0.73,23.62,79376.4
877,2025-03-08 19:31:46,27.94,40.65,1006.91,52.96,13.32,0.73,17.44,58585.1
878,2025-03-08 19:31:52,27.92,40.53,1006.9,52.99,13.26,0.73,17.93,60229.1
879,2025-03-08 19:31:57,27.92,40.23,1006.9,53.0,13.14,0.72,16.43,55200.5
880,2025-03-08 19:32:02,27.9,40.2,1006.89,53.08,13.11,0.71,26.04,87499.4
881,2025-03-08 19:32:07,27.87,40.28,1006.89,53.11,13.12,0.72,18.64,62646.7
882,2025-03-08 19:32:12,27.88,40.32,1006.86,53.32,13.14,0.73,17.98,60422.5
883,2025-03-08 19:32:17,27.88,40.22,1006.89,53.12,13.1,0.71,17.78,59745.6
884,2025-03-08 19:32:22,27.85,40.23,1006.91,52.96,13.08,0.73,11.36,38180.8
885,2025-03-08 19:32:27,27.83,40.27,1006.88,53.21,13.08,0.75,18.59,62453.3
886,2025-03-08 19:32:32,27.83,40.48,1006.9,53.01,13.15,0.75,19.39,65161.0
887,2025-03-08 19:32:37,27.83,40.5,1006.91,52.88,13.16,0.74,14.07,47270.9
888,2025-03-08 19:32:42,27.84,40.57,1006.88,53.14,13.2,0.73,21.47,72123.6
889,2025-03-08 19:32:47,27.82,40.71,1006.89,53.08,13.23,0.73,16.11,54136.8
890,2025-03-08 19:32:52,27.79,40.63,1006.9,53.04,13.18,0.75,16.43,55200.5
891,2025-03-08 19:32:57,27.78,40.76,1006.88,53.13,13.22,0.73,21.49,72220.3
892,2025-03-08 19:33:02,27.79,40.72,1006.9,52.98,13.21,0.72,24.89,83631.3
893,2025-03-08 19:33:07,27.78,40.73,1006.86,53.33,13.2,0.73,17.46,58681.9
894,2025-03-08 19:33:12,27.79,40.66,1006.88,53.16,13.19,0.73,17.0,57134.6
895,2025-03-08 19:33:17,27.79,40.45,1006.91,52.92,13.11,0.73,18.79,63130.2
896,2025-03-08 19:33:22,27.77,40.36,1006.89,53.07,13.06,0.72,24.37,81890.6
897,2025-03-08 19:33:28,27.76,40.39,1006.9,53.01,13.06,0.73,17.93,60229.1
898,2025-03-08 19:33:32,27.76,40.36,1006.92,52.82,13.05,0.73,17.75,59648.9
899,2025-03-08 19:33:38,27.75,40.37,1006.88,53.17,13.04,0.73,17.93,60229.1
900,2025-03-08 19:33:43,27.76,40.45,1006.9,52.97,13.08,0.73,14.99,50365.4
901,2025-03-08 19:33:48,27.75,40.54,1006.86,53.31,13.11,0.72,13.95,46884.1
902,2025-03-08 19:33:53,27.75,40.47,1006.91,52.92,13.08,0.72,16.95,56941.2
903,2025-03-08 19:33:58,27.74,40.51,1006.85,53.38,13.09,0.77,21.67,72800.5
904,2025-03-08 19:34:03,27.76,40.69,1006.85,53.2,13.17,0.77,16.63,55877.4
905,2025-03-08 19:34:08,27.75,40.6,1006.88,53.14,13.13,0.76,20.17,67772.0
906,2025-03-08 19:34:13,27.73,40.63,1006.89,53.11,13.12,0.75,18.59,62453.3
907,2025-03-08 19:34:18,27.71,40.63,1006.85,53.46,13.11,0.75,20.2,67868.7
908,2025-03-08 19:34:23,27.71,40.53,1006.84,53.53,13.07,0.74,23.28,78215.9
909,2025-03-08 19:34:29,27.7,40.65,1006.86,53.31,13.11,0.77,24.2,81310.4
910,2025-03-08 19:34:33,27.68,40.05,1006.88,53.18,12.86,0.77,16.2,54426.9
911,2025-03-08 19:34:38,27.66,40.11,1006.89,53.12,12.86,0.73,20.75,69706.0
912,2025-03-08 19:34:43,27.63,40.06,1006.91,52.92,12.82,0.75,17.58,59068.7
913,2025-03-08 19:34:48,27.62,40.13,1006.87,53.26,12.83,0.77,19.19,64484.1
914,2025-03-08 19:34:54,27.62,40.18,1006.91,52.95,12.86,0.76,23.77,79859.9
915,2025-03-08 19:34:58,27.6,40.17,1006.89,53.09,12.83,0.74,19.25,64677.4
916,2025-03-08 19:35:04,27.59,40.28,1006.89,53.1,12.87,0.76,25.06,84211.5
917,2025-03-08 19:35:09,27.59,40.31,1006.87,53.25,12.88,0.73,18.85,63323.6
918,2025-03-08 19:35:14,27.6,40.38,1006.87,53.24,12.91,0.74,21.64,72703.8
919,2025-03-08 19:35:19,27.61,40.34,1006.87,53.21,12.91,0.76,19.42,65257.7
920,2025-03-08 19:35:24,27.61,40.35,1006.88,53.15,12.91,0.74,22.82,76668.7
921,2025-03-08 19:35:29,27.6,40.27,1006.87,53.21,12.87,0.77,19.71,66224.7
922,2025-03-08 19:35:34,27.62,40.38,1006.87,53.27,12.93,0.75,18.21,61196.1
923,2025-03-08 19:35:39,27.6,40.2,1006.89,53.1,12.85,0.74,20.29,68158.8
924,2025-03-08 19:35:44,27.6,40.2,1006.89,53.12,12.85,0.73,11.48,38567.6
925,2025-03-08 19:35:49,27.6,40.23,1006.87,53.28,12.85,0.76,17.87,60035.7
926,2025-03-08 19:35:54,27.6,40.12,1006.86,53.31,12.81,0.78,18.59,62453.3
927,2025-03-08 19:35:59,27.56,39.94,1006.88,53.14,12.71,0.75,22.53,75701.6
928,2025-03-08 19:36:04,27.56,40.13,1006.87,53.21,12.78,0.73,10.9,36633.5
929,2025-03-08 19:36:09,27.56,40.24,1006.86,53.31,12.83,0.74,18.5,62163.2
930,2025-03-08 19:36:14,27.55,40.3,1006.85,53.44,12.84,0.76,20.75,69706.0
931,2025-03-08 19:36:20,27.55,40.34,1006.88,53.19,12.85,0.85,23.94,80440.1
932,2025-03-08 19:36:24,27.54,40.31,1006.83,53.62,12.83,0.79,14.36,48237.9
933,2025-03-08 19:36:30,27.57,40.32,1006.86,53.35,12.86,0.78,25.98,87306.0
934,2025-03-08 19:36:35,27.58,40.3,1006.86,53.35,12.86,0.77,15.22,51139.0
935,2025-03-08 19:36:40,27.59,40.31,1006.87,53.25,12.88,0.76,22.07,74154.4
936,2025-03-08 19:36:45,27.6,40.34,1006.89,53.12,12.9,0.79,19.42,65257.7
937,2025-03-08 19:36:50,27.61,40.47,1006.87,53.25,12.96,0.77,14.21,47754.4
938,2025-03-08 19:36:55,27.63,40.49,1006.88,53.15,12.98,0.79,19.13,64290.6
939,2025-03-08 19:37:00,27.65,40.41,1006.87,53.24,12.97,0.77,26.3,88369.8
940,2025-03-08 19:37:05,27.66,40.32,1006.87,53.28,12.94,0.77,22.39,75218.1
941,2025-03-08 19:37:10,27.66,40.26,1006.86,53.33,12.92,0.79,28.08,94365.4
942,2025-03-08 19:37:15,27.67,40.25,1006.87,53.24,12.93,0.8,28.11,94462.1
943,2025-03-08 19:37:20,27.67,40.25,1006.82,53.66,12.93,0.78,22.01,73961.0
944,2025-03-08 19:37:25,27.68,40.27,1006.84,53.54,12.94,0.79,29.84,100264.0
945,2025-03-08 19:37:30,27.69,40.24,1006.82,53.71,12.94,0.78,17.7,59455.5
946,2025-03-08 19:37:36,27.71,40.2,1006.87,53.28,12.94,0.8,23.57,79183.0
947,2025-03-08 19:37:40,27.7,40.1,1006.83,53.61,12.9,0.79,20.29,68158.8
948,2025-03-08 19:37:45,27.71,40.11,1006.83,53.61,12.91,0.77,19.13,64290.6
949,2025-03-08 19:37:50,27.71,40.11,1006.82,53.64,12.91,0.77,20.69,69512.6
950,2025-03-08 19:37:56,27.7,39.96,1006.84,53.5,12.84,0.78,21.49,72220.3
951,2025-03-08 19:38:01,27.69,39.96,1006.82,53.71,12.83,0.81,21.61,72607.1
952,2025-03-08 19:38:06,27.7,39.97,1006.84,53.53,12.85,0.79,29.21,98136.8
953,2025-03-08 19:38:11,27.71,40.11,1006.85,53.39,12.91,0.77,22.88,76862.1
954,2025-03-08 19:38:16,27.72,40.06,1006.85,53.41,12.9,0.77,21.44,72026.9
955,2025-03-08 19:38:21,27.71,40.08,1006.82,53.68,12.9,0.78,21.49,72220.3
956,2025-03-08 19:38:26,27.73,40.07,1006.87,53.25,12.91,0.77,21.67,72800.5
957,2025-03-08 19:38:31,27.74,40.0,1006.85,53.45,12.89,0.78,23.97,80536.8
958,2025-03-08 19:38:36,27.74,40.03,1006.82,53.68,12.9,0.78,22.67,76185.1
959,2025-03-08 19:38:41,27.75,39.84,1006.85,53.4,12.84,0.77,19.68,66128.0
960,2025-03-08 19:38:46,27.76,39.78,1006.84,53.5,12.83,0.79,18.21,61196.1
961,2025-03-08 19:38:51,27.77,39.72,1006.84,53.49,12.81,0.79,20.23,67965.4
962,2025-03-08 19:38:56,27.73,39.46,1006.85,53.41,12.67,0.77,22.59,75895.0
963,2025-03-08 19:39:02,27.71,39.46,1006.82,53.66,12.66,0.8,20.69,69512.6
964,2025-03-08 19:39:06,27.71,39.53,1006.85,53.44,12.69,0.78,27.54,92528.0
965,2025-03-08 19:39:11,27.71,39.62,1006.82,53.64,12.72,0.78,21.09,70866.5
966,2025-03-08 19:39:17,27.71,39.75,1006.85,53.46,12.77,0.76,21.47,72123.6
967,2025-03-08 19:39:22,27.72,39.84,1006.86,53.35,12.81,0.81,25.64,86145.6
968,2025-03-08 19:39:26,27.72,39.86,1006.85,53.44,12.82,0.78,29.55,99297.2
969,2025-03-08 19:39:32,27.73,39.83,1006.85,53.44,12.82,0.79,21.38,71833.5
970,2025-03-08 19:39:37,27.72,39.88,1006.85,53.39,12.83,0.78,17.81,59842.3
971,2025-03-08 19:39:42,27.72,39.91,1006.83,53.6,12.84,0.79,18.9,63517.0
972,2025-03-08 19:39:47,27.72,39.99,1006.86,53.31,12.87,0.77,20.06,67385.1
973,2025-03-08 19:39:52,27.72,39.96,1006.82,53.67,12.86,0.77,20.34,68352.2
974,2025-03-08 19:39:57,27.73,40.01,1006.84,53.48,12.89,0.77,20.11,67578.5
975,2025-03-08 19:40:02,27.73,39.96,1006.83,53.6,12.87,0.79,20.72,69609.3
976,2025-03-08 19:40:07,27.71,39.57,1006.85,53.41,12.7,0.78,18.5,62163.2
977,2025-03-08 19:40:12,27.69,39.65,1006.86,53.31,12.71,0.81,20.08,67481.8
978,2025-03-08 19:40:17,27.66,39.65,1006.84,53.47,12.69,0.77,27.88,93688.4
979,2025-03-08 19:40:22,27.66,39.67,1006.88,53.17,12.69,0.77,25.24,84791.7
980,2025-03-08 19:40:27,27.66,39.71,1006.89,53.11,12.71,0.76,20.26,68062.1
981,2025-03-08 19:40:32,27.65,39.76,1006.88,53.19,12.72,0.79,19.97,67095.0
982,2025-03-08 19:40:37,27.64,39.34,1006.89,53.09,12.55,0.79,17.41,58488.4
983,2025-03-08 19:40:42,27.6,39.41,1006.86,53.31,12.54,0.76,24.46,82180.8
984,2025-03-08 19:40:47,27.57,39.54,1006.88,53.18,12.56,0.77,9.75,32765.4
985,2025-03-08 19:40:53,27.54,39.68,1006.87,53.26,12.59,0.77,22.88,76862.1
986,2025-03-08 19:40:58,27.56,39.81,1006.89,53.12,12.66,0.77,22.13,74347.8
